1,MedicalService2,true,14.0,118738.05238734333,1.751323162272456
1,DrugService,true,5.0,118739.8037105056,1.2444127111812122
1,AssistanceService,true,19.0

2,MedicalService2,true,14.0,118741.04812321678,1.949257581596612
2,DrugService,true,5.0,118742.99738079838,1.1578397391567705
2,AssistanceService,true,19.0

3,MedicalService2,true,14.0,118744.15522053753,1.8393628176563652
3,DrugService,true,5.0,118745.99458335519,1.7217750418785727
3,AssistanceService,true,19.0

4,MedicalService2,true,14.0,118747.71635839707,1.8906918941502227
4,DrugService,true,5.0,118749.60705029122,1.4389433525357163
4,AssistanceService,true,19.0

5,MedicalService2,true,14.0,118751.04599364375,1.8019936977507314
5,DrugService,true,5.0,118752.8479873415,1.6483103601203766
5,AssistanceService,true,19.0

6,MedicalService2,true,14.0,118754.49629770163,1.4406190959125524
6,DrugService,true,5.0,118755.93691679754,1.512604999850737
6,AssistanceService,true,19.0

7,AlarmService2,true,12.0,118757.44952179739,1.8762952295946889
7,AssistanceService,true,12.0

8,MedicalService2,true,14.0,118759.32581702698,1.1730217044969322
8,AlarmService2,true,12.0,118760.49883873148,1.0435527817171533
8,AssistanceService,true,26.0

9,MedicalService2,true,14.0,118761.5423915132,1.1084069172356976
9,DrugService,true,5.0,118762.65079843043,1.948400921668508
9,AssistanceService,true,19.0

10,MedicalService2,true,14.0,118764.5991993521,1.2578442663070746
10,AlarmService2,true,12.0,118765.85704361841,1.4261869882175233
10,AssistanceService,true,26.0

11,MedicalService2,true,14.0,118767.28323060663,1.8944506188709056
11,AlarmService2,true,12.0,118769.1776812255,1.4703688851295738
11,AssistanceService,true,26.0

12,MedicalService2,true,14.0,118770.64805011063,1.325357615656685
12,DrugService,true,5.0,118771.97340772628,1.4387057149142493
12,AssistanceService,true,19.0

13,MedicalService2,true,14.0,118773.4121134412,1.754880101143499
13,DrugService,true,5.0,118775.16699354234,1.7473003643972334
13,AssistanceService,true,19.0

14,MedicalService2,true,14.0,118776.91429390674,1.6169943410059204
14,DrugService,true,5.0,118778.53128824774,1.3677961094508646
14,AssistanceService,true,19.0

15,MedicalService2,true,14.0,118779.8990843572,1.1573110719036777
15,DrugService,true,5.0,118781.0563954291,1.8232521021564025
15,AssistanceService,true,19.0

16,AlarmService2,true,12.0,118782.87964753126,1.3372144011373166
16,AssistanceService,true,12.0

17,MedicalService2,true,14.0,118784.2168619324,1.848836920267786
17,AlarmService2,true,12.0,118786.06569885266,1.3228425672568846
17,AssistanceService,true,26.0

18,MedicalService2,true,14.0,118787.38854141992,1.2501531059242552
18,AlarmService2,true,12.0,118788.63869452584,1.0038418562617153
18,AssistanceService,true,26.0

19,MedicalService2,true,14.0,118789.6425363821,1.2010235277703032
19,DrugService,true,5.0,118790.84355990987,1.5216801185597433
19,AssistanceService,true,19.0

20,MedicalService2,true,14.0,118792.36524002843,1.6108495880034752
20,AlarmService2,true,12.0,118793.97608961644,1.5507372558495263
20,AssistanceService,true,26.0

21,MedicalService2,true,14.0,118795.52682687229,1.736729508600547
21,DrugService,true,5.0,118797.26355638089,1.7090003256453201
21,AssistanceService,true,19.0

22,MedicalService2,true,14.0,118798.97255670653,1.7855669473938178
22,DrugService,true,5.0,118800.75812365393,1.6362053056509467
22,AssistanceService,true,19.0

23,MedicalService2,true,14.0,118802.39432895958,1.3551936032017693
23,DrugService,true,5.0,118803.74952256278,1.888538423459977
23,AssistanceService,true,19.0

24,MedicalService2,true,14.0,118805.63806098624,1.600490819881088
24,DrugService,true,5.0,118807.23855180612,1.299013783049304
24,AssistanceService,true,19.0

25,MedicalService2,true,14.0,118808.53756558917,1.5206606997380732
25,AlarmService2,true,12.0,118810.05822628891,1.0454823650215985
25,AssistanceService,true,26.0

26,AlarmService2,true,12.0,118811.10370865393,1.6778337499126792
26,AssistanceService,true,12.0

27,MedicalService2,true,14.0,118812.78154240384,1.5736267500906251
27,AlarmService2,true,12.0,118814.35516915393,1.5463936158630531
27,AssistanceService,true,26.0

28,MedicalService2,true,14.0,118815.9015627698,1.2256079339567805
28,AlarmService2,true,12.0,118817.12717070375,1.018667967437068
28,AssistanceService,true,26.0

29,MedicalService2,true,14.0,118818.14583867119,1.9272313751716865
29,AlarmService2,true,12.0,118820.07307004636,1.9585122738499194
29,AssistanceService,true,26.0

30,MedicalService2,true,14.0,118822.03158232021,1.3541916825925
30,DrugService,true,5.0,118823.3857740028,1.0929691438795999
30,AssistanceService,true,19.0

31,MedicalService2,true,14.0,118824.47874314668,1.4133641184744192
31,AlarmService2,true,12.0,118825.89210726516,1.5974056115810527
31,AssistanceService,true,26.0

32,MedicalService2,true,14.0,118827.48951287674,1.6860890404204838
32,DrugService,true,5.0,118829.17560191716,1.985729108157102
32,AssistanceService,true,19.0

33,AlarmService2,true,12.0,118831.16133102532,1.2504189285682514
33,AssistanceService,true,12.0

34,AlarmService2,true,12.0,118832.41174995388,1.0295004891086137
34,AssistanceService,true,12.0

35,MedicalService2,true,14.0,118833.441250443,1.357467701236601
35,DrugService,true,5.0,118834.79871814423,1.453661083985935
35,AssistanceService,true,19.0

36,MedicalService2,true,14.0,118836.25237922822,1.1280463225994026
36,AlarmService2,true,12.0,118837.38042555081,1.7884612353955163
36,AssistanceService,true,26.0

37,AlarmService2,true,12.0,118839.16888678621,1.370036950931535
37,AssistanceService,true,12.0

38,MedicalService2,true,14.0,118840.53892373714,1.583933398942463
38,DrugService,true,5.0,118842.12285713608,1.9204292390641058
38,AssistanceService,true,19.0

39,AlarmService2,true,12.0,118844.04328637515,1.9424322600971209
39,AssistanceService,true,12.0

40,MedicalService2,true,14.0,118845.98571863525,1.4802157404628815
40,DrugService,true,5.0,118847.46593437571,1.1145331774750957
40,AssistanceService,true,19.0

41,MedicalService2,true,14.0,118848.58046755318,1.6426472447346896
41,DrugService,true,5.0,118850.22311479792,1.4927254629001254
41,AssistanceService,true,19.0

42,AlarmService2,true,12.0,118851.71584026082,1.8885335669619963
42,AssistanceService,true,12.0

43,MedicalService2,true,14.0,118853.60437382778,1.3752743494696915
43,AlarmService2,true,12.0,118854.97964817725,1.4248185635515256
43,AssistanceService,true,26.0

44,AlarmService2,true,12.0,118856.4044667408,1.149393084429903
44,AssistanceService,true,12.0

45,AlarmService2,true,12.0,118857.55385982523,1.3286601347645046
45,AssistanceService,true,12.0

46,MedicalService2,true,14.0,118858.88251996,1.2391293429391226
46,DrugService,true,5.0,118860.12164930294,1.9984346301935147
46,AssistanceService,true,19.0

47,AlarmService2,true,12.0,118862.12008393313,1.100415560300462
47,AssistanceService,true,12.0

48,MedicalService2,true,14.0,118863.22049949343,1.1408108226460172
48,DrugService,true,5.0,118864.36131031608,1.4354772718797904
48,AssistanceService,true,19.0

49,MedicalService2,true,14.0,118865.79678758795,1.6902791805478046
49,DrugService,true,5.0,118867.4870667685,1.493773578768014
49,AssistanceService,true,19.0

50,MedicalService2,true,14.0,118868.98084034727,1.180877105682157
50,DrugService,true,5.0,118870.16171745295,1.070025779248681
50,AssistanceService,true,19.0

